"","Genes","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2738","RAPGEF1",5.01787043229409e-38,-1.54549595291315,0.014,0.066,8.08128033120964e-34
"2739","PDLIM5",5.24153120592365e-38,-0.694465267223196,0.048,0.117,8.44148600714004e-34
"2740","GLYCTK",6.18698941875881e-38,-2.34197391721669,0.006,0.053,9.96414645891106e-34
"2741","PRPSAP1",6.27244203515076e-38,1.61525873509969,0.158,0.103,1.01017678976103e-33
"2742","EDIL3",6.50703986163244e-38,-3.06693584237444,0.006,0.052,1.04795876971591e-33
"2743","ADAM8",7.28929379734951e-38,-3.16042325210534,0.004,0.05,1.17394076606314e-33
"2744","F2RL1",7.69681779634061e-38,-5.04304188752933,0.001,0.043,1.23957250610066e-33
"2745","PPP2R5A",7.85693417963905e-38,-1.01547586105228,0.03,0.091,1.26535924963087e-33
"2746","ELL2",7.93730237613754e-38,-1.13124259726886,0.025,0.083,1.27830254767695e-33
"2747","NHSL1",7.95814035880366e-38,-3.33085705482495,0.003,0.048,1.28165850478533e-33
"2748","FXN",8.11196166257462e-38,-1.34484583188514,0.016,0.069,1.30643142575764e-33
"2749","FERMT1",8.3039192731571e-38,-4.32649554837729,0.001,0.044,1.33734619894195e-33
"2750","CDC34",8.61825474664925e-38,-0.913638993483517,0.025,0.084,1.38796992694786e-33
"2751","CDC42",8.7451651086132e-38,-0.200020669231462,0.359,0.513,1.40840884074216e-33
"2752","C16orf86",1.06789479864717e-37,2.4280938378999,0.035,0.012,1.71984457322126e-33
"2753","ESRRA",1.07279078479923e-37,-1.42559260083348,0.016,0.07,1.72772955891915e-33
"2754","ZNF10",1.11832586079137e-37,-1.72173965763416,0.014,0.065,1.80106379880449e-33
"2755","ESRP1",1.14773534681756e-37,-4.22005516440976,0.001,0.042,1.84842777604968e-33
"2756","WDR43",1.16475158558474e-37,-0.687088095340434,0.044,0.111,1.87583242858423e-33
"2757","MYH14",1.18955444068962e-37,-1.6995299654644,0.013,0.064,1.91577742673063e-33
"2758","PNPLA4",1.2236392728432e-37,-1.54440379042539,0.011,0.061,1.97067104891397e-33
"2759","ERGIC3",1.23790411396834e-37,-0.108276068410682,0.236,0.367,1.99364457554601e-33
"2760","MYD88",1.26089742723212e-37,-1.3330126545363,0.018,0.073,2.03067530655733e-33
"2761","NELL2",1.2819070292162e-37,-5.59429554944804,0.001,0.042,2.0645112705527e-33
"2762","SYVN1",1.29849043770836e-37,-0.791115162365331,0.036,0.1,2.09121884992931e-33
"2763","NECAP2",1.33794118500508e-37,-0.509559311922318,0.072,0.15,2.15475427845068e-33
"2764","CBWD5",1.36444690895351e-37,-0.918813566008698,0.025,0.083,2.19744174686962e-33
"2765","KCNA3",1.42454615475063e-37,-7.39991098655429,0,0.042,2.29423158222589e-33
"2766","MAD1L1",1.45911633979938e-37,-1.3877065686053,0.026,0.084,2.34990686524689e-33
"2767","MKI67",1.62976802301552e-37,-3.84032625856782,0.002,0.046,2.6247414010665e-33
"2768","DNAJC2",1.65499157071239e-37,-0.330467170875818,0.07,0.149,2.6653639246323e-33
"2769","ARIH1",1.69284959422923e-37,-0.740744882328564,0.054,0.125,2.72633427150618e-33
"2770","WDR13",1.71409318868468e-37,1.58524945078269,0.179,0.123,2.76054708037667e-33
"2771","EDEM3",1.9557974903554e-37,-0.85524818565192,0.032,0.094,3.14981185821737e-33
"2772","HNRNPD",1.9959866362187e-37,-0.221391158331017,0.175,0.288,3.21453647763022e-33
"2773","ZNF655",2.0370608675998e-37,-0.583905011043536,0.058,0.131,3.28068652726947e-33
"2774","FENDRR",2.09702598360534e-37,-2.50186507512974,0.008,0.055,3.37726034659641e-33
"2775","ABCF1",2.10470551070615e-37,-0.380192559932711,0.076,0.157,3.38962822499225e-33
"2776","CDC37",2.18614510343523e-37,-0.241010714739303,0.257,0.389,3.52078668908244e-33
"2777","CTBP1",2.28521656907911e-37,-0.583936287601133,0.051,0.122,3.68034128450191e-33
"2778","STARD7",2.31338113754544e-37,-0.309936724393556,0.085,0.17,3.72570032201693e-33
"2779","BTAF1",2.48660847121757e-37,-1.05568794807577,0.021,0.077,4.00468294289589e-33
"2780","RPGR",2.48950436366564e-37,1.90934267882063,0.085,0.044,4.00934677768351e-33
"2781","GOLIM4",2.49357076819922e-37,-0.555871345451455,0.058,0.131,4.01589572218484e-33
"2782","HELZ",2.51188423728878e-37,-0.620151770112628,0.057,0.129,4.04538956415359e-33
"2783","DR1",2.54518295545676e-37,-0.560095321159855,0.068,0.145,4.0990171497631e-33
"2784","MAP3K1",2.70921216232141e-37,-1.15700338080493,0.025,0.083,4.36318618741863e-33
"2785","HDGF",2.76623446320935e-37,-0.370383962516476,0.069,0.147,4.45502060299866e-33
"2786","CBWD2",2.81668046831223e-37,-1.12907288102538,0.019,0.074,4.53626389421684e-33
"2787","TMED3",2.8470441415067e-37,-0.24335571159368,0.082,0.166,4.58516458989654e-33
"2788","SH3BGRL2",3.17810219472568e-37,-2.39157956821479,0.004,0.048,5.11833358460571e-33
"2789","HDAC10",3.53910442617465e-37,-1.7040348150644,0.012,0.061,5.69972767835428e-33
"2790","C3orf33",3.5849996677828e-37,2.44403863516347,0.041,0.015,5.77364196496419e-33
"2791","MMP23B",3.71921999503944e-37,-3.12280075127113,0.004,0.049,5.98980380201102e-33
"2792","TTC39C",3.79349247301845e-37,-1.06502723267516,0.042,0.107,6.10941962779622e-33
"2793","ZFAND1",4.06350784371804e-37,-0.32347597178852,0.071,0.15,6.54427938230791e-33
"2794","CFL2",4.06370593855312e-37,1.58244732577217,0.137,0.086,6.5445984140398e-33
"2795","ZNF91",4.2084688688023e-37,-0.498201930113837,0.037,0.102,6.77773911320611e-33
"2796","CAPN12",4.22532957998398e-37,-3.80255368621723,0.003,0.046,6.8048932885642e-33
"2797","SDK2",4.58113529030427e-37,2.5521967927014,0.026,0.008,7.37791838503502e-33
"2798","PTPN11",4.66420139643541e-37,-0.778212600051375,0.029,0.088,7.51169634895923e-33
"2799","GGPS1",4.71492709592149e-37,1.53913172405838,0.116,0.067,7.59339008798156e-33
"2800","PITX1",4.82021783863777e-37,-3.80491349625805,0.004,0.049,7.76296082912613e-33
"2801","RCN1",4.8688763179845e-37,1.19449678255001,0.226,0.167,7.84132531011405e-33
"2802","KLHL23",5.33701088345801e-37,-1.54560091382462,0.009,0.057,8.59525602780913e-33
"2803","PGBD1",5.34283585952704e-37,2.49304801755786,0.033,0.011,8.60463715176829e-33
"2804","RNF220",5.3574689313078e-37,-0.839552591114165,0.024,0.082,8.62820371387122e-33
"2805","CALML4",5.43873925890044e-37,-4.17130213578273,0.002,0.044,8.75908957645916e-33
"2806","EPN1",5.55534842146399e-37,-0.195891293631381,0.087,0.173,8.94688863276776e-33
"2807","SLC2A1",5.74547191001886e-37,-1.58564984820295,0.014,0.065,9.25308251108537e-33
"2808","RLF",5.92128140242002e-37,-0.995282497602498,0.036,0.099,9.53622369859745e-33
"2809","SNX20",5.97847699203783e-37,-5.85504207673701,0.001,0.042,9.62833719567692e-33
"2810","SF3B2",6.0475109557196e-37,-0.161362938001286,0.232,0.36,9.73951639418641e-33
"2811","ACYP2",6.28893667025426e-37,-0.826469955012043,0.034,0.095,1.01283325074445e-32
"2812","KDM6A",6.45746250333316e-37,-1.59655122599269,0.019,0.073,1.03997433616181e-32
"2813","SOWAHC",6.52508036564476e-37,2.24767252265541,0.084,0.044,1.05086419288709e-32
"2814","NFKB2",6.5391682707173e-37,-0.958191097391731,0.058,0.128,1.05313304999902e-32
"2815","CDK10",6.66838998578326e-37,-0.580593817696796,0.044,0.111,1.07394420721039e-32
"2816","MRPS15",7.01327220747659e-37,-0.199733213791368,0.117,0.213,1.1294874890141e-32
"2817","FOXA3",7.16529502346885e-37,-5.58090350272324,0.001,0.042,1.15397076352966e-32
"2818","IKBKE",7.38527096655759e-37,-3.72887795298803,0.004,0.048,1.1893978891641e-32
"2819","UHMK1",7.41432595964506e-37,-0.608153537861431,0.059,0.132,1.19407719580084e-32
"2820","AKAP1",7.64938526168677e-37,-0.969423605700886,0.022,0.078,1.23193349639465e-32
"2821","SNX5",7.81256234372448e-37,-0.216489869725441,0.112,0.206,1.25821316545683e-32
"2822","SYAP1",8.15337865535249e-37,-0.286422640373894,0.113,0.206,1.31310163244452e-32
"2823","CHIC2",8.73571859144761e-37,-0.517611746014107,0.083,0.164,1.40688747915264e-32
"2824","ADI1",8.8463607149939e-37,1.34032716063303,0.268,0.216,1.42470639314977e-32
"2825","CDK1",9.07235358721902e-37,-3.55832724491149,0.003,0.047,1.46110254522162e-32
"2826","SVIL",9.10992234744117e-37,-1.60805024084634,0.019,0.072,1.4671529940554e-32
"2827","C1orf54",9.50243142684957e-37,-3.01900788103886,0.007,0.052,1.53036658129412e-32
"2828","SHKBP1",9.53856331841969e-37,-0.52069490561551,0.063,0.137,1.53618562243149e-32
"2829","TMEM131",9.60273633381702e-37,-0.74466097063952,0.028,0.088,1.54652068656123e-32
"2830","LRRC17",9.61950555395615e-37,-4.99340304368215,0.001,0.042,1.54922136946464e-32
"2831","AGPAT5",1.02882744460034e-36,-1.14819945381072,0.023,0.078,1.65692659952885e-32
"2832","BAK1",1.12131567875835e-36,-0.993817587769577,0.025,0.082,1.80587890064033e-32
"2833","SH3YL1",1.12541273890585e-36,-0.397094095784778,0.064,0.139,1.81247721600786e-32
"2834","UQCRC2",1.1536224449875e-36,-0.142760521884134,0.194,0.311,1.85790894765237e-32
"2835","H2AFV",1.28404109503613e-36,-0.224470967154252,0.241,0.368,2.06794818355569e-32
"2836","IL12RB1",1.42998221196068e-36,-3.07484666153314,0.005,0.049,2.30298635236267e-32
"2837","CCNK",1.45989021732764e-36,-0.802041227394484,0.043,0.108,2.35115319500616e-32
"2838","PAX5",1.49394532100006e-36,-4.40810936758265,0.001,0.043,2.4059989394706e-32
"2839","SMNDC1",1.56322733665514e-36,-0.518111921463642,0.062,0.135,2.5175776256831e-32
"2840","RASGRP3",1.66312462747338e-36,-2.16254403778708,0.006,0.051,2.67846221254588e-32
"2841","LBR",1.68717655247279e-36,-0.38143359031351,0.091,0.175,2.71719783775743e-32
"2842","NIPBL",1.69855957176475e-36,-0.360319978314469,0.108,0.197,2.73553019032712e-32
"2843","CERK",1.8372736098163e-36,-0.975813772100184,0.025,0.083,2.95892914860915e-32
"2844","FAM110B",1.84839069217705e-36,-4.64226945406731,0.001,0.042,2.97683320975114e-32
"2845","RAPGEF6",1.9209425345183e-36,-1.35834591618994,0.029,0.087,3.09367795184172e-32
"2846","TMBIM1",1.95017071147894e-36,1.24005096247039,0.203,0.144,3.14074993083683e-32
"2847","B3GNT7",1.95502569422542e-36,-3.19631125922896,0.003,0.046,3.14856888055004e-32
"2848","TMEM97",1.97035118339056e-36,-0.863857920315269,0.019,0.072,3.1732505808505e-32
"2849","RNMT",2.00602312063086e-36,-0.231506282832047,0.122,0.217,3.23070023577601e-32
"2850","SLC6A6",2.17175688597741e-36,-4.0972483867079,0.002,0.044,3.49761446486662e-32
"2851","BAIAP2L1",2.27785798000962e-36,-4.89980144124456,0.001,0.041,3.66849027680549e-32
"2852","LCN2",2.47010422047744e-36,-3.89674363218116,0.009,0.056,3.97810284707891e-32
"2853","GPR35",2.78583597197564e-36,-4.80218254660323,0.001,0.041,4.48658883286677e-32
"2854","IDS",2.93503611724323e-36,-0.58463748970038,0.162,0.257,4.72687566682023e-32
"2855","CD84",2.93867688945533e-36,-4.00008525171645,0.003,0.046,4.7327391304678e-32
"2856","FCRL1",2.96906985471961e-36,-9.36612456489679,0,0.04,4.78168700102593e-32
"2857","HLA-DOB",2.97379909924155e-36,-2.40699710485828,0.011,0.059,4.78930344932851e-32
"2858","RNF113A",3.03947669042368e-36,-0.503908900117685,0.047,0.115,4.89507720992734e-32
"2859","ABI1",3.10424757653554e-36,-0.316805662829105,0.088,0.171,4.99939072201048e-32
"2860","CD68",3.1760800089609e-36,-2.14601291076949,0.015,0.066,5.11507685443153e-32
"2861","BCAS2",3.21958494633809e-36,-0.305053793460796,0.148,0.249,5.18514155607749e-32
"2862","RNF186",3.27373672261996e-36,-3.86575715915443,0.001,0.042,5.27235299177945e-32
"2863","ANGPTL2",3.44509098676885e-36,1.67696837155285,0.067,0.032,5.54831903419124e-32
"2864","NSG1",3.52180104861934e-36,-2.72449718773479,0.007,0.052,5.67186058880145e-32
"2865","KRT17",3.75880783867619e-36,2.00689994994288,0.019,0.005,6.05356002418801e-32
"2866","GOT2",3.76750418145926e-36,-0.513773455701186,0.034,0.096,6.06756548424014e-32
"2867","LAMB3",3.84711683410719e-36,-2.74412651277839,0.003,0.046,6.19578166132963e-32
"2868","EDEM1",3.88032067649196e-36,-1.28855128551761,0.018,0.071,6.24925644949031e-32
"2869","YWHAH",4.00096353689246e-36,0.996223268358376,0.313,0.257,6.44355177616531e-32
"2870","GALNT7",4.0131873186604e-36,-1.52083533417844,0.011,0.06,6.46323817670258e-32
"2871","DDIT3",4.27124310723126e-36,1.05801930432457,0.264,0.204,6.87883702419595e-32
"2872","GPR146",4.42121764290945e-36,2.38353012125133,0.042,0.017,7.12037101390566e-32
"2873","SLC30A4",4.53821754595989e-36,1.95244091532115,0.052,0.023,7.30879935776841e-32
"2874","GET4",4.79520997003966e-36,-4.12541610721038,0.002,0.043,7.72268565674887e-32
"2875","EPHB2",5.02832681189229e-36,-3.20579890519038,0.002,0.043,8.09812033055254e-32
"2876","LRP6",5.34567695314456e-36,2.0042410051453,0.083,0.043,8.60921273303932e-32
"2877","XPO1",5.93445789792688e-36,-0.3098166955002,0.075,0.154,9.55744444461124e-32
"2878","CEP78",5.94759685367062e-36,-1.83138200713526,0.009,0.057,9.57860473283654e-32
"2879","TMEM37",6.04815472863428e-36,-3.02989012614373,0.002,0.044,9.74055319046551e-32
"2880","TMEM98",6.12969530448988e-36,-0.378856146465945,0.084,0.165,9.87187428788095e-32
"2881","UBXN11",6.22147392166994e-36,-1.78077351408698,0.012,0.061,1.00196837508494e-31
"2882","PTPN4",6.37810578049931e-36,-0.98917437599798,0.038,0.1,1.02719393594941e-31
"2883","TMEM51",6.51647315425698e-36,-3.05812407916812,0.002,0.043,1.04947800149309e-31
"2884","MAP2K3",6.53807928868608e-36,-0.595403798374089,0.057,0.128,1.05295766944289e-31
"2885","UGT2A3",6.53868773737017e-36,-4.3486377166071,0.001,0.041,1.05305566010347e-31
"2886","FGFR4",6.79080981135527e-36,-2.62769366674859,0.003,0.046,1.09365992011877e-31
"2887","SUCO",7.17522792217248e-36,-0.627895978551685,0.034,0.095,1.15557045686588e-31
"2888","VGLL4",7.39147246325147e-36,1.42213624724597,0.194,0.138,1.19039664020665e-31
"2889","CCNG2",7.90536888160548e-36,-0.66014075638211,0.041,0.105,1.27315965838256e-31
"2890","CASP10",8.04518718412055e-36,-3.16843078287741,0.003,0.045,1.29567739600261e-31
"2891","GSS",8.07877138122819e-36,-0.86767701737939,0.033,0.092,1.3010861309468e-31
"2892","CNOT8",8.13223028239586e-36,-0.504546047180993,0.047,0.115,1.30969568697985e-31
"2893","RBMX",9.00820473692625e-36,-0.152977387920296,0.27,0.403,1.45077137288197e-31
"2894","TCIRG1",9.25847687259723e-36,-0.778284865789654,0.057,0.127,1.49107770033178e-31
"2895","IQCB1",9.89131552656057e-36,-0.757288395770099,0.029,0.087,1.59299636555258e-31
"2896","GNB5",1.01090114608949e-35,-1.12918266762688,0.027,0.084,1.62805629577712e-31
"2897","UBE2G1",1.11769042040405e-35,-0.285531335923372,0.079,0.159,1.80004042206072e-31
"2898","TPD52L1",1.13319145697034e-35,-5.25173937925482,0.001,0.041,1.82500484145073e-31
"2899","SFXN3",1.14988759839959e-35,1.63767123844206,0.093,0.051,1.85189397722254e-31
"2900","IL21R",1.17205439185242e-35,-5.04084712328699,0.001,0.04,1.88759359807833e-31
"2901","THAP4",1.24888946651964e-35,-0.597343834530684,0.031,0.09,2.01133648582989e-31
"2902","PCED1B",1.33148093841717e-35,-2.23957601444574,0.009,0.055,2.14435005132085e-31
"2903","S100A9",1.36531401934442e-35,-6.59417531542624,0.002,0.043,2.1988382281542e-31
"2904","GMNN",1.39323695279439e-35,-0.610127005644417,0.037,0.099,2.24380811247537e-31
"2905","PAWR",1.47187973736915e-35,-0.743183920118358,0.028,0.086,2.37046231703302e-31
"2906","AKIRIN1",1.4762090588837e-35,-0.436700890390404,0.101,0.186,2.37743468933219e-31
"2907","B3GNT5",1.49057274485588e-35,-2.03223746151244,0.006,0.05,2.40056740559039e-31
"2908","GAK",1.50822145619191e-35,-0.690432309505654,0.041,0.105,2.42899065519707e-31
"2909","YIF1A",1.50905229092261e-35,1.32313589124015,0.257,0.205,2.43032871453086e-31
"2910","CCL20",1.73256682862226e-35,-4.17923814349183,0.005,0.048,2.79029887749615e-31
"2911","PTTG1",1.85831042912322e-35,-1.09158569535556,0.045,0.109,2.99280894610295e-31
"2912","SRRT",1.86609318185431e-35,-0.499533686262642,0.062,0.134,3.00534306937637e-31
"2913","MUC1",1.91405266314697e-35,-3.46242720431485,0.004,0.046,3.08258181399819e-31
"2914","TLR3",1.91458707847275e-35,2.59918489255451,0.028,0.009,3.08344248988037e-31
"2915","USP34",1.92669622814748e-35,-0.373370942604469,0.092,0.175,3.10294427543151e-31
"2916","EGR2",2.15133488713241e-35,1.77352826206459,0.076,0.038,3.46472483572675e-31
"2917","FGD2",2.18291814778373e-35,-3.77455497871789,0.002,0.043,3.5155896770057e-31
"2918","LRIF1",2.19096944926395e-35,-1.2649844668175,0.019,0.072,3.52855629803959e-31
"2919","SATB2",2.29931416039582e-35,-2.63263378022864,0.003,0.045,3.70304545531747e-31
"2920","TFAM",2.37214182991151e-35,-0.276492998156146,0.067,0.143,3.82033441707248e-31
"2921","FARP1",2.38306769063042e-35,-1.07240968955121,0.019,0.071,3.8379305157603e-31
"2922","DCTN4",2.39327207647338e-35,-0.778034710063375,0.033,0.093,3.85436467916037e-31
"2923","MICA",2.56240131584987e-35,1.70804953932422,0.071,0.035,4.12674731917622e-31
"2924","TM2D2",2.57099972771751e-35,1.66160095219174,0.14,0.09,4.14059506148905e-31
"2925","RRP12",2.5773916926361e-35,-2.16875339339677,0.01,0.057,4.15088932099044e-31
"2926","MFHAS1",2.60934698140225e-35,-2.30049897916268,0.004,0.047,4.20235331354832e-31
"2927","RBP2",2.60940034169346e-35,-4.70846926218371,0.006,0.05,4.20243925029732e-31
"2928","TKT",2.75334922563879e-35,-0.267566463402071,0.177,0.285,4.43426892789127e-31
"2929","COQ4",2.99798563855846e-35,-0.119080936361353,0.078,0.158,4.8282558708984e-31
"2930","PREX1",3.0405220960064e-35,-1.63255138506628,0.014,0.063,4.8967608356183e-31
"2931","CDK12",3.0436528060978e-35,-0.589992333968673,0.061,0.132,4.90180284422051e-31
"2932","TTYH2",3.25653109967802e-35,2.11588284803599,0.043,0.017,5.24464333603144e-31
"2933","LPAR2",3.27294608382938e-35,-2.93321740193231,0.003,0.045,5.27107966800722e-31
"2934","GSKIP",3.33756235716494e-35,-0.759447490548749,0.034,0.095,5.37514417621413e-31
"2935","SSBP2",3.36299456562525e-35,1.24932504201803,0.181,0.124,5.41610274793946e-31
"2936","A1BG-AS1",3.57008795096682e-35,1.90537757621819,0.036,0.013,5.74962664503206e-31
"2937","CDS1",3.62047543854327e-35,-4.54159387854423,0.001,0.04,5.83077569377394e-31
"2938","CCM2",3.63347206421108e-35,-0.571218525192368,0.06,0.13,5.85170675941194e-31
"2939","GNA13",3.92961703802614e-35,-0.839479615012074,0.039,0.1,6.32864823974111e-31
"2940","MIDN",3.95531244411646e-35,-0.354140643062854,0.116,0.204,6.37003069124956e-31
"2941","METAP1",3.97875284007939e-35,-0.821340634042175,0.029,0.086,6.40778144894785e-31
"2942","LRRC59",4.08791950929199e-35,-0.175320384339065,0.091,0.176,6.58359436971476e-31
"2943","SNRK",4.3913475464077e-35,-1.0009142416733,0.032,0.091,7.07226522348961e-31
"2944","GLIPR1L2",4.39938344973806e-35,2.91804961624497,0.017,0.004,7.08520704580315e-31
"2945","NKAPL",4.72569479665031e-35,2.88061079043672,0.02,0.005,7.61073147000532e-31
"2946","CKB",4.90750833141774e-35,-1.92273019633232,0.101,0.175,7.90354216774826e-31
"2947","NLRP1",5.21195936843959e-35,-0.877622889870631,0.039,0.1,8.39386056287197e-31
"2948","HUWE1",5.54591018704572e-35,-0.395151266864982,0.047,0.114,8.93168835623714e-31
"2949","C1orf210",5.7165235665037e-35,-5.07531783385681,0,0.039,9.20646120385421e-31
"2950","DNTTIP2",5.84053881452368e-35,-0.374569283590109,0.086,0.166,9.40618776079038e-31
"2951","AFF4",5.85812904800579e-35,-0.327096738766903,0.125,0.217,9.43451683181332e-31
"2952","PKIB",6.07081254380311e-35,-2.54021851917005,0.01,0.057,9.77704360179491e-31
"2953","MRPS12",6.23650767243846e-35,-0.220073421383756,0.089,0.172,1.00438956064621e-30
"2954","SEC14L1",6.25316315305673e-35,-0.429449233484024,0.058,0.127,1.00707192579979e-30
"2955","RCC1",6.3718112137645e-35,-0.951163442484396,0.013,0.062,1.02618019597677e-30
"2956","MAPK8IP3",6.54201047035448e-35,-1.39377365630964,0.015,0.064,1.05359078625059e-30
"2957","ID2",6.70343789420681e-35,0.717420835134355,0.431,0.371,1.07958867286201e-30
"2958","BAIAP2L2",6.96753559955949e-35,-3.59450642773649,0.002,0.042,1.12212160830906e-30
"2959","HMSD",7.09115495482153e-35,3.34263345828967,0.012,0.002,1.14203050547401e-30
"2960","YES1",7.09600773268414e-35,-1.00077343096205,0.023,0.077,1.14281204534878e-30
"2961","CES1",7.12523567501619e-35,1.71253371464604,0.037,0.014,1.14751920546136e-30
"2962","TCEAL1",7.337945308434e-35,1.79803646061106,0.113,0.067,1.1817760919233e-30
"2963","AP3D1",8.05368930499496e-35,-0.401871798729447,0.054,0.123,1.29704666256944e-30
"2964","MCM6",8.24999704694807e-35,-1.62474003994933,0.009,0.055,1.32866202441099e-30
"2965","ACVRL1",9.14307741586223e-35,-1.85520026601902,0.012,0.059,1.47249261782461e-30
"2966","PDZRN3",9.56277337733348e-35,1.95431432187096,0.069,0.034,1.54008465241956e-30
"2967","HDAC9",9.6629883893216e-35,-3.67301849639542,0.002,0.042,1.55622428010024e-30
"2968","TOR2A",9.764149309275e-35,-1.16861656517159,0.015,0.065,1.57251624625874e-30
"2969","EPS8",1.01077881373762e-34,-0.63621162225067,0.053,0.121,1.62785927952443e-30
